service	prefix	action	action docs	access level	condition keys	dependent actions	description
AWS Systems Manager 	ssm	StartAssociationsOnce	https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_StartAssociationsOnce.html	Write			Grants permission to run a specified association manually
AWS Systems Manager 	ssm	StartAutomationExecution	https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_StartAutomationExecution.html	Write			Grants permission to initiate the execution of an Automation document
AWS Systems Manager 	ssm	StartChangeRequestExecution	https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_StartChangeRequestExecution.html	Write	ssm:AutoApprove		Grants permission to initiate the execution of an Automation Change Template document
AWS Systems Manager 	ssm	StartSession	https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_StartSession.html	Write	ssm:SessionDocumentAccessCheck, ssm:resourceTag/${TagKey}, aws:ResourceTag/${TagKey}		Grants permission to initiate a connection to a specified target for a Session Manager session
AWS Systems Manager 	ssm	StopAutomationExecution	https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_StopAutomationExecution.html	Write			Grants permission to stop a specified Automation execution that is already in progress
AWS Systems Manager 	ssm	TerminateSession	https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_TerminateSession.html	Write			Grants permission to permanently end a Session Manager connection to an instance
AWS Systems Manager 	ssm	UnlabelParameterVersion	https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_UnlabelParameterVersion.html	Write			Grants permission to remove an identifying label from a specified version of a parameter
AWS Systems Manager 	ssm	UpdateAssociation	https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_UpdateAssociation.html	Write			Grants permission to update an association and immediately run the association on the specified targets
AWS Systems Manager 	ssm	UpdateAssociationStatus	https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_UpdateAssociationStatus.html	Write	ssm:SourceInstanceARN		Grants permission to update the status of the SSM document associated with a specified instance
AWS Systems Manager 	ssm	UpdateDocument	https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_UpdateDocument.html	Write			Grants permission to update one or more values for an SSM document
AWS Systems Manager 	ssm	UpdateDocumentDefaultVersion	https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_UpdateDocumentDefaultVersion.html	Write			Grants permission to change the default version of an SSM document
AWS Systems Manager 	ssm	UpdateDocumentMetadata	https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_UpdateDocumentMetadata.html	Write			Grants permission to update the metadata of an SSM document
AWS Systems Manager 	ssm	UpdateInstanceAssociationStatus [permission only]		Write	ssm:SourceInstanceARN		Grants permission to SSM Agent to update the status of the association that it is currently running (internal Systems Manager call)
AWS Systems Manager 	ssm	UpdateInstanceInformation	https://docs.aws.amazon.com/systems-manager/latest/userguide/systems-manager-setting-up-messageAPIs.html	Write	ssm:SourceInstanceARN		Grants permission to SSM Agent to send a heartbeat signal to the Systems Manager service in the cloud
AWS Systems Manager 	ssm	UpdateMaintenanceWindow	https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_UpdateMaintenanceWindow.html	Write			Grants permission to update a specified maintenance window
AWS Systems Manager 	ssm	UpdateMaintenanceWindowTarget	https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_UpdateMaintenanceWindowTarget.html	Write			Grants permission to update a specified maintenance window target
AWS Systems Manager 	ssm	UpdateMaintenanceWindowTask	https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_UpdateMaintenanceWindowTask.html	Write			Grants permission to update a specified maintenance window task
AWS Systems Manager 	ssm	UpdateManagedInstanceRole	https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_UpdateManagedInstanceRole.html	Write	ssm:resourceTag/tag-key		Grants permission to assign or change the IAM role assigned to a specified managed instance
AWS Systems Manager 	ssm	UpdateOpsItem	https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_UpdateOpsItem.html	Write			Grants permission to edit or change an OpsItem
AWS Systems Manager 	ssm	UpdateOpsMetadata	https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_UpdateOpsMetadata.html	Write			Grants permission to update an OpsMetadata object
AWS Systems Manager 	ssm	UpdatePatchBaseline	https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_UpdatePatchBaseline.html	Write			Grants permission to update a specified patch baseline
AWS Systems Manager 	ssm	UpdateResourceDataSync	https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_UpdateResourceDataSync.html	Write	ssm:SyncType		Grants permission to update a resource data sync
AWS Systems Manager 	ssm	UpdateServiceSetting	https://docs.aws.amazon.com/systems-manager/latest/APIReference/API_UpdateServiceSetting.html	Write			Grants permission to update the service setting for an AWS account
AWS Systems Manager GUI Connect 	ssm-guiconnect	CancelConnection [permission only]	https://docs.aws.amazon.com/systems-manager/latest/userguide/fleet-rdp.html	Write			Grants permission to terminate a GUI Connect session
AWS Systems Manager GUI Connect 	ssm-guiconnect	GetConnection [permission only]	https://docs.aws.amazon.com/systems-manager/latest/userguide/fleet-rdp.html	Read			Grants permission to get the metadata for a GUI Connect session
AWS Systems Manager GUI Connect 	ssm-guiconnect	StartConnection [permission only]	https://docs.aws.amazon.com/systems-manager/latest/userguide/fleet-rdp.html	Write			Grants permission to start a GUI Connect session
AWS Systems Manager Incident Manager 	ssm-incidents	CreateReplicationSet	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_CreateReplicationSet.html	Write			Grants permission to create a replication set
AWS Systems Manager Incident Manager 	ssm-incidents	CreateResponsePlan	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_CreateResponsePlan.html	Write	aws:TagKeys, aws:RequestTag/${TagKey}		Grants permission to create a response plan
AWS Systems Manager Incident Manager 	ssm-incidents	CreateTimelineEvent	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_CreateTimelineEvent.html	Write			Grants permission to create a timeline event for an incident record
AWS Systems Manager Incident Manager 	ssm-incidents	DeleteIncidentRecord	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_DeleteIncidentRecord.html	Write			Grants permission to delete an incident record
AWS Systems Manager Incident Manager 	ssm-incidents	DeleteReplicationSet	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_DeleteReplicationSet.html	Write			Grants permission to delete a replication set
AWS Systems Manager Incident Manager 	ssm-incidents	DeleteResourcePolicy	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_DeleteResourcePolicy.html	Permissions management			Grants permission to delete resource policy from a response plan
AWS Systems Manager Incident Manager 	ssm-incidents	DeleteResponsePlan	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_DeleteResponsePlan.html	Write			Grants permission to delete a response plan
AWS Systems Manager Incident Manager 	ssm-incidents	DeleteTimelineEvent	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_DeleteTimelineEvent.html	Write			Grants permission to delete a timeline event
AWS Systems Manager Incident Manager 	ssm-incidents	GetIncidentRecord	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_GetIncidentRecord.html	Read			Grants permission to view the contents of an incident record
AWS Systems Manager Incident Manager 	ssm-incidents	GetReplicationSet	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_GetReplicationSet.html	Read			Grants permission to view the replication set
AWS Systems Manager Incident Manager 	ssm-incidents	GetResourcePolicies	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_GetResourcePolicies.html	Read			Grants permission to view resource policies of a response plan
AWS Systems Manager Incident Manager 	ssm-incidents	GetResponsePlan	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_GetResponsePlan.html	Read			Grants permission to view the contents of a specified response plan
AWS Systems Manager Incident Manager 	ssm-incidents	GetTimelineEvent	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_GetTimelineEvent.html	Read			Grants permission to view a timeline event
AWS Systems Manager Incident Manager 	ssm-incidents	ListIncidentRecords	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_ListIncidentRecords.html	List			Grants permission to list the contents of all incident records
AWS Systems Manager Incident Manager 	ssm-incidents	ListRelatedItems	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_ListRelatedItems.html	List			Grants permission to list related items of an incident records
AWS Systems Manager Incident Manager 	ssm-incidents	ListReplicationSets	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_ListReplicationSets.html	List			Grants permission to list all replication sets
AWS Systems Manager Incident Manager 	ssm-incidents	ListResponsePlans	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_ListResponsePlans.html	List			Grants permission to list all response plans
AWS Systems Manager Incident Manager 	ssm-incidents	ListTagsForResource	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_ListTagsForResource.html	Read			Grants permission to view a list of resource tags for a specified resource
AWS Systems Manager Incident Manager 	ssm-incidents	ListTimelineEvents	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_ListTimelineEvents.html	List			Grants permission to list all timeline events for an incident record
AWS Systems Manager Incident Manager 	ssm-incidents	PutResourcePolicy	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_PutResourcePolicy.html	Permissions management			Grants permission to put resource policy on a response plan
AWS Systems Manager Incident Manager 	ssm-incidents	StartIncident	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_StartIncident.html	Write			Grants permission to start a new incident using a response plan
AWS Systems Manager Incident Manager 	ssm-incidents	TagResource	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_TagResource.html	Tagging	aws:TagKeys, aws:RequestTag/${TagKey}		Grants permission to add tags to a response plan
AWS Systems Manager Incident Manager 	ssm-incidents	UntagResource	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_UntagResource.html	Tagging	aws:TagKeys		Grants permission to remove tags from a response plan
AWS Systems Manager Incident Manager 	ssm-incidents	UpdateDeletionProtection	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_UpdateDeletionProtection.html	Write			Grants permission to update replication set deletion protection
AWS Systems Manager Incident Manager 	ssm-incidents	UpdateIncidentRecord	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_UpdateIncidentRecord.html	Write			Grants permission to update the contents of an incident record
AWS Systems Manager Incident Manager 	ssm-incidents	UpdateRelatedItems	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_UpdateRelatedItems.html	Write			Grants permission to update related items of an incident record
AWS Systems Manager Incident Manager 	ssm-incidents	UpdateReplicationSet	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_UpdateReplicationSet.html	Write			Grants permission to update a replication set
AWS Systems Manager Incident Manager 	ssm-incidents	UpdateResponsePlan	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_UpdateResponsePlan.html	Write	aws:TagKeys, aws:RequestTag/${TagKey}		Grants permission to update the contents of a response plan
AWS Systems Manager Incident Manager 	ssm-incidents	UpdateTimelineEvent	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_UpdateTimelineEvent.html	Write			Grants permission to update a timeline event
AWS Systems Manager Incident Manager Contacts 	ssm-contacts	AcceptPage	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_AcceptPage.html	Write			Grants permission to accept a page
AWS Systems Manager Incident Manager Contacts 	ssm-contacts	ActivateContactChannel	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_ActivateContactChannel.html	Write			Grants permission to activate a contact's contact channel
AWS Systems Manager Incident Manager Contacts 	ssm-contacts	AssociateContact [permission only]	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_AssociateContact.html	Permissions management			Grants permission to use a contact in an escalation plan
AWS Systems Manager Incident Manager Contacts 	ssm-contacts	CreateContact	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_CreateContact.html	Write	aws:TagKeys, aws:RequestTag/${TagKey}		Grants permission to create a contact
AWS Systems Manager Incident Manager Contacts 	ssm-contacts	CreateContactChannel	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_CreateContactChannel.html	Write			Grants permission to create a contact channel for a contact
AWS Systems Manager Incident Manager Contacts 	ssm-contacts	DeactivateContactChannel	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_DeactivateContactChannel.html	Write			Grants permission to deactivate a contact's contact channel
AWS Systems Manager Incident Manager Contacts 	ssm-contacts	DeleteContact	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_DeleteContact.html	Write			Grants permission to delete a contact
AWS Systems Manager Incident Manager Contacts 	ssm-contacts	DeleteContactChannel	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_DeleteContactChannel.html	Write			Grants permission to delete a contact's contact channel
AWS Systems Manager Incident Manager Contacts 	ssm-contacts	DescribeEngagement	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_DescribeEngagement.html	Read			Grants permission to describe an engagement
AWS Systems Manager Incident Manager Contacts 	ssm-contacts	DescribePage	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_DescribePage.html	Read			Grants permission to describe a page
AWS Systems Manager Incident Manager Contacts 	ssm-contacts	GetContact	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_GetContact.html	Read			Grants permission to get a contact
AWS Systems Manager Incident Manager Contacts 	ssm-contacts	GetContactChannel	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_GetContactChannel.html	Read			Grants permission to get a contact's contact channel
AWS Systems Manager Incident Manager Contacts 	ssm-contacts	GetContactPolicy	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_GetContactPolicy.html	Read			Grants permission to get a contact's resource policy
AWS Systems Manager Incident Manager Contacts 	ssm-contacts	ListContactChannels	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_ListContactChannels.html	List			Grants permission to list all of a contact's contact channels
AWS Systems Manager Incident Manager Contacts 	ssm-contacts	ListContacts	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_ListContacts.html	List			Grants permission to list all contacts
AWS Systems Manager Incident Manager Contacts 	ssm-contacts	ListEngagements	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_ListEngagements.html	List			Grants permission to list all engagements
AWS Systems Manager Incident Manager Contacts 	ssm-contacts	ListPageReceipts	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_ListPageReceipts.html	List			Grants permission to list all receipts of a page
AWS Systems Manager Incident Manager Contacts 	ssm-contacts	ListPagesByContact	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_ListPagesByContact.html	List			Grants permission to list all pages sent to a contact
AWS Systems Manager Incident Manager Contacts 	ssm-contacts	ListPagesByEngagement	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_ListPagesByEngagement.html	List			Grants permission to list all pages created in an engagement
AWS Systems Manager Incident Manager Contacts 	ssm-contacts	ListTagsForResource	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_ListTagsForResource.html	Read			Grants permission to view a list of resource tags for a specified resource
AWS Systems Manager Incident Manager Contacts 	ssm-contacts	PutContactPolicy	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_PutContactPolicy.html	Write			Grants permission to add a resource policy to a contact
AWS Systems Manager Incident Manager Contacts 	ssm-contacts	SendActivationCode	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_SendActivationCode.html	Write			Grants permission to send the activation code of a contact's contact channel
AWS Systems Manager Incident Manager Contacts 	ssm-contacts	StartEngagement	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_StartEngagement.html	Write			Grants permission to start an engagement
AWS Systems Manager Incident Manager Contacts 	ssm-contacts	StopEngagement	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_StopEngagement.html	Write			Grants permission to stop an engagement
AWS Systems Manager Incident Manager Contacts 	ssm-contacts	TagResource	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_TagResource.html	Tagging	aws:TagKeys, aws:RequestTag/${TagKey}		Grants permission to add tags to a response plan
AWS Systems Manager Incident Manager Contacts 	ssm-contacts	UntagResource	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_UntagResource.html	Tagging	aws:TagKeys		Grants permission to remove tags from a response plan
AWS Systems Manager Incident Manager Contacts 	ssm-contacts	UpdateContact	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_UpdateContact.html	Write			Grants permission to update a contact
AWS Systems Manager Incident Manager Contacts 	ssm-contacts	UpdateContactChannel	https://docs.aws.amazon.com/incident-manager/latest/APIReference/API_SSMContacts_UpdateContactChannel.html	Write			Grants permission to update a contact's contact channel
AWS Tag Editor 	resource-explorer	ListResourceTypes [permission only]	https://docs.aws.amazon.com/ARG/latest/userguide/gettingstarted-prereqs.html#rg-permissions-te	List			Grants permission to retrieve the resource types currently supported by Tag Editor
AWS Tag Editor 	resource-explorer	ListResources [permission only]	https://docs.aws.amazon.com/ARG/latest/userguide/gettingstarted-prereqs.html#rg-permissions-te	List			Grants permission to retrieve the identifiers of the resources in the AWS account
AWS Tag Editor 	resource-explorer	ListTags [permission only]	https://docs.aws.amazon.com/ARG/latest/userguide/gettingstarted-prereqs.html#rg-permissions-te	Read			Grants permission to retrieve the tags attached to the specified resource identifiers
AWS Tax Settings 	tax	GetExemptions	https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html#user-permissions	Read			Grants permission to view tax exemptions data
AWS Tax Settings 	tax	UpdateExemptions	https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/billing-permissions-ref.html#user-permissions	Write			Grants permission to update tax exemptions data
AWS Tiros 	tiros	CreateQuery [permission only]	https://docs.aws.amazon.com/vpc/latest/reachability/security_iam_required-API-permissions.html	Write			Grants permission to create a VPC reachability query
AWS Tiros 	tiros	ExtendQuery [permission only]	https://docs.aws.amazon.com/vpc/latest/reachability/security_iam_required-API-permissions.html	Write			Grants permission to extend a VPC reachability query to include the calling principals account
AWS Tiros 	tiros	GetExtensionAccounts [permission only]	https://docs.aws.amazon.com/vpc/latest/reachability/security_iam_required-API-permissions.html	Read			Grants permission to list accounts that might be useful in a new query
AWS Tiros 	tiros	GetQueryAnswer [permission only]	https://docs.aws.amazon.com/vpc/latest/reachability/security_iam_required-API-permissions.html	Read			Grants permission to get VPC reachability query answers
AWS Tiros 	tiros	GetQueryExplanation [permission only]	https://docs.aws.amazon.com/vpc/latest/reachability/security_iam_required-API-permissions.html	Read			Grants permission to get VPC reachability query explanations
AWS Transfer Family 	transfer	CreateAccess	https://docs.aws.amazon.com/transfer/latest/userguide/API_CreateAccess.html	Write			Grants permission to add an access associated with a server
AWS Transfer Family 	transfer	CreateAgreement	https://docs.aws.amazon.com/transfer/latest/userguide/API_CreateAgreement.html	Write	aws:TagKeys, aws:RequestTag/${TagKey}		Grants permission to add an agreement associated with a server
AWS Transfer Family 	transfer	CreateConnector	https://docs.aws.amazon.com/transfer/latest/userguide/API_CreateConnector.html	Write	aws:TagKeys, aws:RequestTag/${TagKey}		Grants permission to create a connector
AWS Transfer Family 	transfer	CreateProfile	https://docs.aws.amazon.com/transfer/latest/userguide/API_CreateProfile.html	Write	aws:TagKeys, aws:RequestTag/${TagKey}		Grants permission to create a profile
AWS Transfer Family 	transfer	CreateServer	https://docs.aws.amazon.com/transfer/latest/userguide/API_CreateServer.html	Write	aws:TagKeys, aws:RequestTag/${TagKey}		Grants permission to create a server
AWS Transfer Family 	transfer	CreateUser	https://docs.aws.amazon.com/transfer/latest/userguide/API_CreateUser.html	Write	aws:TagKeys, aws:RequestTag/${TagKey}		Grants permission to add a user associated with a server
AWS Transfer Family 	transfer	CreateWorkflow	https://docs.aws.amazon.com/transfer/latest/userguide/API_CreateWorkflow.html	Write	aws:TagKeys, aws:RequestTag/${TagKey}		Grants permission to create a workflow
AWS Transfer Family 	transfer	DeleteAccess	https://docs.aws.amazon.com/transfer/latest/userguide/API_DeleteAccess.html	Write			Grants permission to delete access
AWS Transfer Family 	transfer	DeleteAgreement	https://docs.aws.amazon.com/transfer/latest/userguide/API_DeleteAgreement.html	Write			Grants permission to delete agreement
AWS Transfer Family 	transfer	DeleteCertificate	https://docs.aws.amazon.com/transfer/latest/userguide/API_DeleteCertificate.html	Write			Grants permission to delete certificate
AWS Transfer Family 	transfer	DeleteConnector	https://docs.aws.amazon.com/transfer/latest/userguide/API_DeleteConnector.html	Write			Grants permission to delete connector
AWS Transfer Family 	transfer	DeleteHostKey	https://docs.aws.amazon.com/transfer/latest/userguide/API_DeleteHostKey.html	Write			Grants permission to delete a host key associated with a server
AWS Transfer Family 	transfer	DeleteProfile	https://docs.aws.amazon.com/transfer/latest/userguide/API_DeleteProfile.html	Write			Grants permission to delete profile
AWS Transfer Family 	transfer	DeleteServer	https://docs.aws.amazon.com/transfer/latest/userguide/API_DeleteServer.html	Write			Grants permission to delete a server
AWS Transfer Family 	transfer	DeleteSshPublicKey	https://docs.aws.amazon.com/transfer/latest/userguide/API_DeleteSshPublicKey.html	Write			Grants permission to delete an SSH public key from a user
AWS Transfer Family 	transfer	DeleteUser	https://docs.aws.amazon.com/transfer/latest/userguide/API_DeleteUser.html	Write			Grants permission to delete a user associated with a server
AWS Transfer Family 	transfer	DeleteWorkflow	https://docs.aws.amazon.com/transfer/latest/userguide/API_DeleteWorkflow.html	Write			Grants permission to delete a workflow
AWS Transfer Family 	transfer	DescribeAccess	https://docs.aws.amazon.com/transfer/latest/userguide/API_DescribeAccess.html	Read			Grants permission to describe an access assigned to a server
AWS Transfer Family 	transfer	DescribeAgreement	https://docs.aws.amazon.com/transfer/latest/userguide/API_DescribeAgreement.html	Read			Grants permission to describe an agreement assigned to a server
AWS Transfer Family 	transfer	DescribeCertificate	https://docs.aws.amazon.com/transfer/latest/userguide/API_DescribeCertificate.html	Read			Grants permission to describe a certificate
AWS Transfer Family 	transfer	DescribeConnector	https://docs.aws.amazon.com/transfer/latest/userguide/API_DescribeConnector.html	Read			Grants permission to describe a connector
AWS Transfer Family 	transfer	DescribeExecution	https://docs.aws.amazon.com/transfer/latest/userguide/API_DescribeExecution.html	Read			Grants permission to describe an execution associated with a workflow
AWS Transfer Family 	transfer	DescribeHostKey	https://docs.aws.amazon.com/transfer/latest/userguide/API_DescribeHostKey.html	Read			Grants permission to describe a host key associated with a server
AWS Transfer Family 	transfer	DescribeProfile	https://docs.aws.amazon.com/transfer/latest/userguide/API_DescribeProfile.html	Read			Grants permission to describe a profile
AWS Transfer Family 	transfer	DescribeSecurityPolicy	https://docs.aws.amazon.com/transfer/latest/userguide/API_DescribeSecurityPolicy.html	Read			Grants permission to describe a security policy
AWS Transfer Family 	transfer	DescribeServer	https://docs.aws.amazon.com/transfer/latest/userguide/API_DescribeServer.html	Read			Grants permission to describe a server
AWS Transfer Family 	transfer	DescribeUser	https://docs.aws.amazon.com/transfer/latest/userguide/API_DescribeUser.html	Read			Grants permission to describe a user associated with a server
AWS Transfer Family 	transfer	DescribeWorkflow	https://docs.aws.amazon.com/transfer/latest/userguide/API_DescribeWorkflow.html	Read			Grants permission to describe a workflow
AWS Transfer Family 	transfer	ImportCertificate	https://docs.aws.amazon.com/transfer/latest/userguide/API_ImportCertificate.html	Write	aws:TagKeys, aws:RequestTag/${TagKey}		Grants permission to add a certificate
AWS Transfer Family 	transfer	ImportHostKey	https://docs.aws.amazon.com/transfer/latest/userguide/API_ImportHostKey.html	Write	aws:TagKeys, aws:RequestTag/${TagKey}		Grants permission to add a host key to a server
AWS Transfer Family 	transfer	ImportSshPublicKey	https://docs.aws.amazon.com/transfer/latest/userguide/API_ImportSshPublicKey.html	Write			Grants permission to add an SSH public key to a user
AWS Transfer Family 	transfer	ListAccesses	https://docs.aws.amazon.com/transfer/latest/userguide/API_ListAccesses.html	Read			Grants permission to list accesses
AWS Transfer Family 	transfer	ListAgreements	https://docs.aws.amazon.com/transfer/latest/userguide/API_ListAgreements.html	Read			Grants permission to list agreements
AWS Transfer Family 	transfer	ListCertificates	https://docs.aws.amazon.com/transfer/latest/userguide/API_ListCertificates.html	Read			Grants permission to list certificates
AWS Transfer Family 	transfer	ListConnectors	https://docs.aws.amazon.com/transfer/latest/userguide/API_ListConnectors.html	Read			Grants permission to list connectors
AWS Transfer Family 	transfer	ListExecutions	https://docs.aws.amazon.com/transfer/latest/userguide/API_ListExecutions.html	Read			Grants permission to list executions associated with a workflow
AWS Transfer Family 	transfer	ListHostKeys	https://docs.aws.amazon.com/transfer/latest/userguide/API_ListHostKeys.html	Read			Grants permission to list host keys associated with a server
AWS Transfer Family 	transfer	ListProfiles	https://docs.aws.amazon.com/transfer/latest/userguide/API_ListProfiles.html	Read			Grants permission to list profiles
AWS Transfer Family 	transfer	ListSecurityPolicies	https://docs.aws.amazon.com/transfer/latest/userguide/API_ListSecurityPolicies.html	List			Grants permission to list security policies
AWS Transfer Family 	transfer	ListServers	https://docs.aws.amazon.com/transfer/latest/userguide/API_ListServers.html	List			Grants permission to list servers
AWS Transfer Family 	transfer	ListTagsForResource	https://docs.aws.amazon.com/transfer/latest/userguide/API_ListTagsForResource.html	Read			Grants permission to list tags for an AWS Transfer Family resource
AWS Transfer Family 	transfer	ListUsers	https://docs.aws.amazon.com/transfer/latest/userguide/API_ListUsers.html	List			Grants permission to list users associated with a server
AWS Transfer Family 	transfer	ListWorkflows	https://docs.aws.amazon.com/transfer/latest/userguide/API_ListWorkflows.html	List			Grants permission to list workflows
AWS Transfer Family 	transfer	SendWorkflowStepState	https://docs.aws.amazon.com/transfer/latest/userguide/API_SendWorkflowStepState.html	Write			Grants permission to send a callback for asynchronous custom steps
AWS Transfer Family 	transfer	StartFileTransfer	https://docs.aws.amazon.com/transfer/latest/userguide/API_StartFileTransfer.html	Write			Grants permission to initiate a connector file transfer
AWS Transfer Family 	transfer	StartServer	https://docs.aws.amazon.com/transfer/latest/userguide/API_StartServer.html	Write			Grants permission to start a server
AWS Transfer Family 	transfer	StopServer	https://docs.aws.amazon.com/transfer/latest/userguide/API_StopServer.html	Write			Grants permission to stop a server
AWS Transfer Family 	transfer	TagResource	https://docs.aws.amazon.com/transfer/latest/userguide/API_TagResource.html	Tagging	aws:TagKeys, aws:RequestTag/${TagKey}		Grants permission to tag an AWS Transfer Family resource
AWS Transfer Family 	transfer	TestIdentityProvider	https://docs.aws.amazon.com/transfer/latest/userguide/API_TestIdentityProvider.html	Read			Grants permission to test a server's custom identity provider
AWS Transfer Family 	transfer	UntagResource	https://docs.aws.amazon.com/transfer/latest/userguide/API_UntagResource.html	Tagging	aws:TagKeys		Grants permission to untag an AWS Transfer Family resource
AWS Transfer Family 	transfer	UpdateAccess	https://docs.aws.amazon.com/transfer/latest/userguide/API_UpdateAccess.html	Write			Grants permission to update access
AWS Transfer Family 	transfer	UpdateAgreement	https://docs.aws.amazon.com/transfer/latest/userguide/API_UpdateAgreement.html	Write			Grants permission to update an agreement
AWS Transfer Family 	transfer	UpdateCertificate	https://docs.aws.amazon.com/transfer/latest/userguide/API_UpdateCertificate.html	Write			Grants permission to update a certificate
AWS Transfer Family 	transfer	UpdateConnector	https://docs.aws.amazon.com/transfer/latest/userguide/API_UpdateConnector.html	Write			Grants permission to update a connector
AWS Transfer Family 	transfer	UpdateHostKey	https://docs.aws.amazon.com/transfer/latest/userguide/API_UpdateHostKey.html	Write			Grants permission to update a host key
AWS Transfer Family 	transfer	UpdateProfile	https://docs.aws.amazon.com/transfer/latest/userguide/API_UpdateProfile.html	Write			Grants permission to update a profile
AWS Transfer Family 	transfer	UpdateServer	https://docs.aws.amazon.com/transfer/latest/userguide/API_UpdateServer.html	Write			Grants permission to update the configuration of a server
AWS Transfer Family 	transfer	UpdateUser	https://docs.aws.amazon.com/transfer/latest/userguide/API_UpdateUser.html	Write			Grants permission to update the configuration of a user
